,original_language,movie,production_budget,worldwide_gross,studio,movie_id,original_title,start_year,runtime_minutes,genres,averagerating,numvotes
203,en,The Joneses,"$10,000,000","$3,541,565",RAtt.,tt4360484,The Joneses,2016,80.0,"Biography,Documentary",5.9,15
204,en,The Joneses,"$10,000,000","$3,541,565",RAtt.,tt1152830,The Joneses,2011,117.0,"Comedy,Drama",6.9,87
205,en,The Joneses,"$10,000,000","$3,541,565",RAtt.,tt4360484,The Joneses,2016,80.0,"Biography,Documentary",5.9,15
206,en,Extraordinary Measures,"$31,000,000","$15,826,984",CBS,tt1244659,Extraordinary Measures,2010,106.0,Drama,6.5,15673
207,en,The Tempest,"$20,000,000","$277,943",Mira.,tt1274300,The Tempest,2010,110.0,"Comedy,Drama,Fantasy",5.4,7073
208,en,The Tempest,"$20,000,000","$277,943",Mira.,tt1683003,The Tempest,2010,131.0,Drama,7.8,94
209,en,The Tempest,"$20,000,000","$277,943",Mira.,tt3840898,The Tempest,2014,169.0,"Comedy,Drama",8.5,171
210,en,You Will Meet a Tall Dark Stranger,"$15,000,000","$34,247,816",SPC,tt1182350,You Will Meet a Tall Dark Stranger,2010,98.0,"Comedy,Drama,Romance",6.3,41608
211,hi,Kites,"$9,200,000","$17,155,193",Relbig.,tt1198101,Kites,2010,123.0,"Action,Drama,Romance",6.1,11353
212,en,Please Give,"$3,000,000","$4,570,178",SPC,tt0878835,Please Give,2010,87.0,"Comedy,Drama",6.6,10652
213,en,High School,"$10,000,000","$248,133",Anch.,tt1247667,High School,2010,99.0,Comedy,5.8,7060
214,en,High School,"$10,000,000","$248,133",Anch.,tt1247667,High School,2010,99.0,Comedy,5.8,7060
215,en,Freakonomics,"$2,900,000","$172,867",Magn.,tt1152822,Freakonomics,2010,93.0,Documentary,6.4,6466
216,en,The Extra Man,"$7,000,000","$492,108",Magn.,tt1361313,The Extra Man,2010,108.0,Comedy,5.9,4580
217,en,Our Family Wedding,"$14,000,000","$21,410,546",FoxS,tt1305583,Our Family Wedding,2010,103.0,"Comedy,Romance",4.9,6417
218,en,Letters to God,"$3,000,000","$3,237,452",Viv.,tt1462054,Letters to God,2010,110.0,"Drama,Family",6.3,4443
219,en,For Colored Girls,"$21,000,000","$38,017,873",LGF,tt1405500,For Colored Girls,2010,133.0,Drama,6.1,6728
220,en,Sea Rex 3D: Journey to a Prehistoric World,"$5,000,000","$16,515,203",3D,tt1529567,Sea Rex 3D: Journey to a Prehistoric World,2010,41.0,Documentary,6.9,364
221,en,Pixels,"$90,000,000","$244,041,804",Sony,tt1664775,Piksele,2010,100.0,"Action,Comedy",4.6,54
222,en,Pixels,"$90,000,000","$244,041,804",Sony,tt2120120,Pixels,2015,105.0,"Action,Comedy,Sci-Fi",5.6,119789
223,en,Pixels,"$90,000,000","$244,041,804",Sony,tt1664775,Piksele,2010,100.0,"Action,Comedy",4.6,54
224,en,Pixels,"$90,000,000","$244,041,804",Sony,tt2120120,Pixels,2015,105.0,"Action,Comedy,Sci-Fi",5.6,119789
225,en,It's a Wonderful Afterlife,"$10,000,000","$1,642,939",UTV,tt1319716,It's a Wonderful Afterlife,2010,100.0,"Comedy,Drama,Fantasy",5.4,1361
226,en,Get Out,"$5,000,000","$255,367,951",Uni.,tt5052448,Get Out,2017,104.0,"Horror,Mystery,Thriller",7.7,400474
227,en,Get Out,"$5,000,000","$255,367,951",Uni.,tt5052448,Get Out,2017,104.0,"Horror,Mystery,Thriller",7.7,400474
228,en,Resident Evil: Afterlife,"$57,500,000","$295,874,190",SGem,tt1220634,Resident Evil: Afterlife,2010,96.0,"Action,Adventure,Horror",5.9,153270
229,en,The Raven,"$26,000,000","$30,601,801",Rela.,tt1486192,The Raven,2012,110.0,"Crime,Mystery,Thriller",6.4,79578
230,en,The Raven,"$26,000,000","$30,601,801",Rela.,tt1486192,The Raven,2012,110.0,"Crime,Mystery,Thriller",6.4,79578
231,th,Brave,"$185,000,000","$554,606,532",BV,tt1217209,Brave,2012,93.0,"Adventure,Animation,Comedy",7.1,338728
232,en,Brave,"$185,000,000","$554,606,532",BV,tt1217209,Brave,2012,93.0,"Adventure,Animation,Comedy",7.1,338728
233,en,The Lazarus Effect,"$5,000,000","$38,359,310",Rela.,tt2918436,The Lazarus Effect,2015,83.0,"Horror,Mystery,Sci-Fi",5.2,37675
234,en,The Lazarus Effect,"$5,000,000","$38,359,310",Rela.,tt2918436,The Lazarus Effect,2015,83.0,"Horror,Mystery,Sci-Fi",5.2,37675
235,es,Trash,"$12,000,000","$6,553,186",FCW,tt1846800,Trash,2010,,Action,7.2,8
236,es,Trash,"$12,000,000","$6,553,186",FCW,tt1921149,Trash,2014,114.0,"Adventure,Crime,Drama",7.2,18690
237,pt,Trash,"$12,000,000","$6,553,186",FCW,tt1846800,Trash,2010,,Action,7.2,8
238,pt,Trash,"$12,000,000","$6,553,186",FCW,tt1921149,Trash,2014,114.0,"Adventure,Crime,Drama",7.2,18690
239,en,Your Highness,"$50,000,000","$26,121,638",Uni.,tt1240982,Your Highness,2011,102.0,"Adventure,Comedy,Fantasy",5.5,92940
240,en,Your Highness,"$50,000,000","$26,121,638",Uni.,tt1240982,Your Highness,2011,102.0,"Adventure,Comedy,Fantasy",5.5,92940
241,en,Thor,"$150,000,000","$449,326,618",Par.,tt0800369,Thor,2011,115.0,"Action,Adventure,Fantasy",7.0,683264
242,en,The Hangover Part II,"$80,000,000","$586,464,305",WB,tt1411697,The Hangover Part II,2011,102.0,"Comedy,Mystery",6.5,432800
243,en,Pirates of the Caribbean: On Stranger Tides,"$410,600,000","$1,045,663,875",BV,tt1298650,Pirates of the Caribbean: On Stranger Tides,2011,136.0,"Action,Adventure,Fantasy",6.6,447624
244,en,Captain America: The First Avenger,"$140,000,000","$370,569,776",Par.,tt0458339,Captain America: The First Avenger,2011,124.0,"Action,Adventure,Sci-Fi",6.9,668137
245,en,Cars 2,"$200,000,000","$560,155,383",BV,tt1216475,Cars 2,2011,106.0,"Adventure,Animation,Comedy",6.2,138914
246,en,Rise of the Planet of the Apes,"$93,000,000","$470,986,200",Fox,tt1318514,Rise of the Planet of the Apes,2011,105.0,"Action,Drama,Sci-Fi",7.6,473020
247,en,Limitless,"$27,000,000","$155,564,919",Rela.,tt1219289,Limitless,2011,105.0,"Mystery,Sci-Fi,Thriller",7.4,492490
248,en,Limitless,"$27,000,000","$155,564,919",Rela.,tt4597838,Limitless,2015,3.0,"Biography,Documentary",6.7,10
249,en,Limitless,"$27,000,000","$155,564,919",Rela.,tt6084030,Limitless,2017,57.0,Documentary,3.9,8
250,en,In Time,"$35,000,000","$165,103,952",Fox,tt1637688,In Time,2011,109.0,"Action,Crime,Drama",6.7,346077
251,en,Ghost Rider: Spirit of Vengeance,"$57,000,000","$149,217,355",Sony,tt1071875,Ghost Rider: Spirit of Vengeance,2011,96.0,"Action,Fantasy,Thriller",4.3,103608
252,en,Sherlock Holmes: A Game of Shadows,"$125,000,000","$535,663,443",WB,tt1515091,Sherlock Holmes: A Game of Shadows,2011,129.0,"Action,Adventure,Crime",7.5,394189
253,en,The Girl with the Dragon Tattoo,"$90,000,000","$239,373,970",MBox,tt1568346,The Girl with the Dragon Tattoo,2011,158.0,"Crime,Drama,Mystery",7.8,387580
254,en,Abduction,"$35,000,000","$86,648,359",LGF,tt1600195,Abduction,2011,106.0,"Action,Mystery,Thriller",5.1,72552
255,en,Abduction,"$35,000,000","$86,648,359",LGF,tt2447982,Abduction,2011,84.0,"Horror,Thriller",5.2,10
256,en,Abduction,"$35,000,000","$86,648,359",LGF,tt5943940,Abduction,2017,90.0,"Action,Comedy,Drama",3.0,60
257,en,Abduction,"$35,000,000","$86,648,359",LGF,tt7867360,Abduction,2019,106.0,"Action,Sci-Fi",6.1,1592
258,en,Kung Fu Panda 2,"$150,000,000","$664,837,547",P/DW,tt1302011,Kung Fu Panda 2,2011,90.0,"Action,Adventure,Animation",7.2,228465
259,en,Green Lantern,"$200,000,000","$219,535,492",WB,tt1133985,Green Lantern,2011,114.0,"Action,Adventure,Sci-Fi",5.5,252281
260,en,The Smurfs,"$110,000,000","$563,749,323",Sony,tt0472181,The Smurfs,2011,103.0,"Adventure,Animation,Comedy",5.5,77577
261,en,Insidious,"$1,500,000","$99,870,886",FD,tt1591095,Insidious,2010,103.0,"Horror,Mystery,Thriller",6.9,254197
262,en,Scream 4,"$40,000,000","$95,989,590",W/Dim.,tt1262416,Scream 4,2011,111.0,"Horror,Mystery",6.2,118779
263,en,"Big Mommas: Like Father, Like Son","$32,000,000","$82,332,450",Fox,tt1464174,"Big Mommas: Like Father, Like Son",2011,107.0,"Action,Comedy,Crime",4.4,23520
264,en,Johnny English Reborn,"$45,000,000","$164,640,401",Uni.,tt1634122,Johnny English Reborn,2011,101.0,"Action,Adventure,Comedy",6.3,110824
265,en,Warrior,"$25,000,000","$24,215,385",LGF,tt1291584,Warrior,2011,140.0,"Drama,Sport",8.2,403755
266,en,Moneyball,"$50,000,000","$111,300,835",Sony,tt1210166,Moneyball,2011,133.0,"Biography,Drama,Sport",7.6,326657
267,en,The Cabin in the Woods,"$30,000,000","$70,689,968",LGF,tt1259521,The Cabin in the Woods,2011,95.0,Horror,7.0,338445
268,en,The Cabin in the Woods,"$30,000,000","$70,689,968",LGF,tt1259521,The Cabin in the Woods,2011,95.0,Horror,7.0,338445
269,en,Priest,"$60,000,000","$84,154,026",SGem,tt0822847,Priest,2011,87.0,"Action,Adventure,Fantasy",5.7,108320
270,en,Paul,"$40,000,000","$101,162,106",Uni.,tt1092026,Paul,2011,104.0,"Adventure,Comedy,Sci-Fi",7.0,220567
271,en,Paul,"$40,000,000","$101,162,106",Uni.,tt5132504,Paul,2016,71.0,Drama,4.8,6
272,en,Killer Elite,"$70,000,000","$65,409,046",ORF,tt1448755,Killer Elite,2011,116.0,"Action,Crime,Thriller",6.5,117711
273,en,Real Steel,"$110,000,000","$263,880,341",BV,tt0433035,Real Steel,2011,127.0,"Action,Drama,Family",7.1,283534
274,en,Immortals,"$75,000,000","$211,562,435",Rela.,tt1253864,Immortals,2011,110.0,"Action,Drama,Fantasy",6.0,152992
275,en,Hop,"$63,000,000","$188,657,593",Uni.,tt1411704,Hop,2011,95.0,"Adventure,Animation,Comedy",5.4,28893
276,en,Rio,"$90,000,000","$487,519,809",Fox,tt1436562,Rio,2011,96.0,"Adventure,Animation,Comedy",6.9,191621
277,en,Rio,"$90,000,000","$487,519,809",Fox,tt2614250,Rio,2012,90.0,Documentary,8.3,14
278,en,Rio,"$90,000,000","$487,519,809",Fox,tt5734820,Rio,2017,87.0,Drama,2.6,7
279,en,The Green Hornet,"$110,000,000","$229,155,503",Sony,tt0990407,The Green Hornet,2011,119.0,"Action,Comedy,Crime",5.8,148622
280,en,Rango,"$135,000,000","$245,724,600",Par.,tt1192628,Rango,2011,107.0,"Adventure,Animation,Comedy",7.2,215761
281,en,Sucker Punch,"$75,000,000","$89,758,389",WB,tt0978764,Sucker Punch,2011,110.0,"Action,Adventure,Fantasy",6.1,218371
282,en,Super 8,"$50,000,000","$257,972,745",Par.,tt1650062,Super 8,2011,112.0,"Mystery,Sci-Fi,Thriller",7.0,320575
283,en,The Mechanic,"$42,500,000","$76,347,393",CBS,tt0472399,The Mechanic,2011,93.0,"Action,Crime,Thriller",6.6,141254
284,en,No Strings Attached,"$25,000,000","$149,228,078",Par.,tt1411238,No Strings Attached,2011,108.0,"Comedy,Romance",6.2,197663
285,en,Drive Angry,"$50,000,000","$41,042,583",Sum.,tt1502404,Drive Angry,2011,104.0,"Action,Fantasy,Thriller",5.4,90203
286,en,Horrible Bosses,"$35,000,000","$212,417,601",WB (NL),tt1499658,Horrible Bosses,2011,98.0,"Comedy,Crime",6.9,398695
287,en,Friends with Benefits,"$35,000,000","$146,595,891",SGem,tt1632708,Friends with Benefits,2011,109.0,"Comedy,Romance",6.6,317338
288,en,The Adjustment Bureau,"$50,200,000","$126,931,325",Uni.,tt1385826,The Adjustment Bureau,2011,106.0,"Romance,Sci-Fi,Thriller",7.1,227616
289,en,Bad Teacher,"$19,000,000","$215,448,997",Sony,tt1284575,Bad Teacher,2011,92.0,"Comedy,Romance",5.7,181189
290,en,Source Code,"$32,000,000","$140,428,499",Sum.,tt0945513,Source Code,2011,93.0,"Action,Drama,Sci-Fi",7.5,452036
291,en,Final Destination 5,"$40,000,000","$155,011,165",WB (NL),tt1622979,Final Destination 5,2011,92.0,Horror,5.9,98061
292,en,Midnight in Paris,"$30,000,000","$162,502,774",SPC,tt1605783,Midnight in Paris,2011,94.0,"Comedy,Fantasy,Romance",7.7,356500
293,en,Shame,"$6,500,000","$20,412,841",FoxS,tt1723811,Shame,2011,101.0,Drama,7.2,171353
294,en,Shame,"$6,500,000","$20,412,841",FoxS,tt3009444,Styd,2013,90.0,Drama,6.4,38
295,ru,Shame,"$6,500,000","$20,412,841",FoxS,tt1723811,Shame,2011,101.0,Drama,7.2,171353
296,ru,Shame,"$6,500,000","$20,412,841",FoxS,tt3009444,Styd,2013,90.0,Drama,6.4,38
297,sv,Shame,"$6,500,000","$20,412,841",FoxS,tt1723811,Shame,2011,101.0,Drama,7.2,171353
298,sv,Shame,"$6,500,000","$20,412,841",FoxS,tt3009444,Styd,2013,90.0,Drama,6.4,38
299,en,Arthur Christmas,"$85,000,000","$149,717,124",Sony,tt1430607,Arthur Christmas,2011,97.0,"Adventure,Animation,Comedy",7.1,45439
300,en,The Grey,"$25,000,000","$81,249,176",ORF,tt1601913,The Grey,2011,117.0,"Action,Adventure,Drama",6.8,228798
301,en,The Grey,"$25,000,000","$81,249,176",ORF,tt1601913,The Grey,2011,117.0,"Action,Adventure,Drama",6.8,228798
302,en,Hugo,"$180,000,000","$180,047,784",Par.,tt0970179,Hugo,2011,126.0,"Adventure,Drama,Family",7.5,284869
303,en,Hugo,"$180,000,000","$180,047,784",Par.,tt7496196,Hugo,2017,80.0,Documentary,7.9,11
304,en,The Debt,"$20,000,000","$46,604,054",Focus,tt1226753,The Debt,2010,113.0,"Drama,Thriller",6.9,61046
305,en,The Debt,"$20,000,000","$46,604,054",Focus,tt2698966,Oliver's Deal,2015,99.0,"Drama,Mystery,Thriller",6.1,624
306,en,Alvin and the Chipmunks: Chipwrecked,"$80,000,000","$349,088,523",Fox,tt1615918,Alvin and the Chipmunks: Chipwrecked,2011,87.0,"Adventure,Animation,Comedy",4.4,28158
307,en,The Help,"$25,000,000","$213,120,004",BV,tt1454029,The Help,2011,146.0,Drama,8.1,392699
308,en,Season of the Witch,"$40,000,000","$91,126,600",Rela.,tt0479997,Season of the Witch,2011,95.0,"Action,Adventure,Fantasy",5.4,85777
309,en,50/50,"$8,000,000","$41,334,735",Sum.,tt1306980,50/50,2011,100.0,"Comedy,Drama,Romance",7.7,300475
310,en,50/50,"$8,000,000","$41,334,735",Sum.,tt1734060,50/50,2010,77.0,Documentary,7.5,11
311,en,Tower Heist,"$85,000,000","$150,422,946",Uni.,tt0471042,Tower Heist,2011,104.0,"Action,Comedy,Crime",6.2,125102
312,en,The Change-Up,"$52,000,000","$75,997,067",Uni.,tt1488555,The Change-Up,2011,112.0,"Comedy,Fantasy",6.3,155374
313,en,My Week with Marilyn,"$10,000,000","$34,240,572",Wein.,tt1655420,My Week with Marilyn,2011,99.0,"Biography,Drama",7.0,79337
314,en,Unknown,"$40,000,000","$136,123,083",WB,tt1401152,Unknown,2011,113.0,"Action,Mystery,Thriller",6.9,235167
315,en,Unknown,"$40,000,000","$136,123,083",WB,tt2402731,Unknown,2012,96.0,Drama,6.9,14
316,en,Unknown,"$3,700,000","$3,355,048",WB,tt1401152,Unknown,2011,113.0,"Action,Mystery,Thriller",6.9,235167
317,en,Unknown,"$3,700,000","$3,355,048",WB,tt2402731,Unknown,2012,96.0,Drama,6.9,14
318,en,The Rum Diary,"$45,000,000","$21,544,732",FD,tt0376136,The Rum Diary,2011,119.0,"Comedy,Drama",6.2,94787
319,en,The Adventures of Tintin,"$130,000,000","$373,993,951",Par.,tt0983193,The Adventures of Tintin,2011,107.0,"Action,Adventure,Animation",7.3,202430
320,en,We Need to Talk About Kevin,"$7,000,000","$10,765,283",Osci.,tt1242460,We Need to Talk About Kevin,2011,112.0,"Drama,Mystery,Thriller",7.5,123619
321,en,We Need to Talk About Kevin,"$7,000,000","$10,765,283",Osci.,tt1242460,We Need to Talk About Kevin,2011,112.0,"Drama,Mystery,Thriller",7.5,123619
322,en,Red Riding Hood,"$42,000,000","$91,678,442",WB,tt1486185,Red Riding Hood,2011,100.0,"Fantasy,Horror,Mystery",5.5,102369
323,en,The Lincoln Lawyer,"$40,000,000","$87,145,086",LGF,tt1189340,The Lincoln Lawyer,2011,118.0,"Crime,Drama,Thriller",7.3,196109
324,en,The Sitter,"$25,000,000","$38,749,404",Fox,tt1366344,The Sitter,2011,81.0,Comedy,5.7,65575
325,en,The Sitter,"$25,000,000","$38,749,404",Fox,tt4697228,Charlotte Wakes,2017,97.0,Horror,4.0,250
326,en,The Tree of Life,"$35,000,000","$61,721,826",FoxS,tt0478304,The Tree of Life,2011,139.0,"Drama,Fantasy",6.8,156266
327,en,Super,"$2,500,000","$593,933",IFC,tt1512235,Super,2010,96.0,"Action,Comedy,Drama",6.8,70604
328,en,Super,"$2,500,000","$593,933",IFC,tt1807022,Super,2010,140.0,Drama,8.1,1869
329,en,The Muppets,"$45,000,000","$160,971,922",BV,tt1204342,The Muppets,2011,103.0,"Adventure,Comedy,Family",7.1,82752
330,en,Take Me Home Tonight,"$19,000,000","$7,576,604",Rela.,tt0810922,Take Me Home Tonight,2011,97.0,"Comedy,Drama,Romance",6.3,48393
331,en,30 Minutes or Less,"$28,000,000","$40,966,716",Sony,tt1622547,30 Minutes or Less,2011,83.0,"Action,Comedy,Crime",6.1,87254
332,en,Jack and Jill,"$79,000,000","$150,519,217",Sony,tt0810913,Jack and Jill,2011,91.0,Comedy,3.3,71361
333,en,Take Shelter,"$4,750,000","$4,972,016",SPC,tt1675192,Take Shelter,2011,121.0,"Drama,Horror,Thriller",7.4,83200
334,en,Winnie the Pooh,"$30,000,000","$50,145,607",BV,tt1449283,Winnie the Pooh,2011,63.0,"Adventure,Animation,Comedy",7.2,19605
335,da,Melancholia,"$9,400,000","$21,817,298",Magn.,tt1527186,Melancholia,2011,135.0,"Drama,Sci-Fi",7.2,153434
336,da,Melancholia,"$9,400,000","$21,817,298",Magn.,tt5797456,Melancholy,2017,75.0,"Drama,Mystery,Romance",3.3,26
337,en,Monte Carlo,"$20,000,000","$39,686,769",Fox,tt1067774,Monte Carlo,2011,109.0,"Adventure,Comedy,Family",5.8,38731
338,en,Zookeeper,"$80,000,000","$170,805,525",Sony,tt1222817,Zookeeper,2011,102.0,"Comedy,Family,Romance",5.2,52396
339,en,The Darkest Hour,"$34,800,000","$62,831,715",Sum.,tt1093357,The Darkest Hour,2011,89.0,"Action,Adventure,Horror",4.9,55071
340,en,The Darkest Hour,"$34,800,000","$62,831,715",Sum.,tt4249090,The Darkest Hour,2014,52.0,"Documentary,News",6.4,8
341,en,Dolphin Tale,"$37,000,000","$96,068,724",WB,tt1564349,Dolphin Tale,2011,113.0,"Drama,Family",6.9,20746
342,en,Colombiana,"$40,000,000","$72,295,262",TriS,tt1657507,Colombiana,2011,108.0,"Action,Drama,Thriller",6.4,87659
343,en,Legend,"$25,000,000","$23,506,237",Uni.,tt3555036,Legend,2014,168.0,"Action,Drama",6.5,1568
344,en,Legend,"$25,000,000","$23,506,237",Uni.,tt3569230,Legend,2015,132.0,"Biography,Crime,Drama",7.0,138947
345,en,Legend,"$25,000,000","$42,425,450",Uni.,tt3555036,Legend,2014,168.0,"Action,Drama",6.5,1568
346,en,Legend,"$25,000,000","$42,425,450",Uni.,tt3569230,Legend,2015,132.0,"Biography,Crime,Drama",7.0,138947
347,en,Legend,"$25,000,000","$23,506,237",Uni.,tt3555036,Legend,2014,168.0,"Action,Drama",6.5,1568
348,en,Legend,"$25,000,000","$23,506,237",Uni.,tt3569230,Legend,2015,132.0,"Biography,Crime,Drama",7.0,138947
349,en,Legend,"$25,000,000","$42,425,450",Uni.,tt3555036,Legend,2014,168.0,"Action,Drama",6.5,1568
350,en,Legend,"$25,000,000","$42,425,450",Uni.,tt3569230,Legend,2015,132.0,"Biography,Crime,Drama",7.0,138947
351,en,Legend,"$25,000,000","$23,506,237",Uni.,tt3555036,Legend,2014,168.0,"Action,Drama",6.5,1568
352,en,Legend,"$25,000,000","$23,506,237",Uni.,tt3569230,Legend,2015,132.0,"Biography,Crime,Drama",7.0,138947
353,en,Legend,"$25,000,000","$42,425,450",Uni.,tt3555036,Legend,2014,168.0,"Action,Drama",6.5,1568
354,en,Legend,"$25,000,000","$42,425,450",Uni.,tt3569230,Legend,2015,132.0,"Biography,Crime,Drama",7.0,138947
355,en,Legend,"$25,000,000","$23,506,237",Uni.,tt3555036,Legend,2014,168.0,"Action,Drama",6.5,1568
356,en,Legend,"$25,000,000","$23,506,237",Uni.,tt3569230,Legend,2015,132.0,"Biography,Crime,Drama",7.0,138947
357,en,Legend,"$25,000,000","$42,425,450",Uni.,tt3555036,Legend,2014,168.0,"Action,Drama",6.5,1568
358,en,Legend,"$25,000,000","$42,425,450",Uni.,tt3569230,Legend,2015,132.0,"Biography,Crime,Drama",7.0,138947
359,en,Legend,"$25,000,000","$23,506,237",Uni.,tt3555036,Legend,2014,168.0,"Action,Drama",6.5,1568
360,en,Legend,"$25,000,000","$23,506,237",Uni.,tt3569230,Legend,2015,132.0,"Biography,Crime,Drama",7.0,138947
361,en,Legend,"$25,000,000","$42,425,450",Uni.,tt3555036,Legend,2014,168.0,"Action,Drama",6.5,1568
362,en,Legend,"$25,000,000","$42,425,450",Uni.,tt3569230,Legend,2015,132.0,"Biography,Crime,Drama",7.0,138947
363,en,The Descendants,"$20,000,000","$175,507,800",FoxS,tt1033575,The Descendants,2011,115.0,"Comedy,Drama",7.3,223464
364,en,The Descendants,"$20,000,000","$175,507,800",FoxS,tt5838908,The Descendants,2015,80.0,Drama,7.5,12
365,en,Contagion,"$60,000,000","$137,551,594",WB,tt1598778,Contagion,2011,106.0,"Action,Drama,Thriller",6.6,201536
366,en,What's Your Number?,"$20,000,000","$30,163,785",Fox,tt0770703,What's Your Number?,2011,106.0,"Comedy,Romance",6.1,67922
367,en,War Horse,"$70,000,000","$156,815,529",BV,tt1568911,War Horse,2011,146.0,"Drama,History,War",7.2,136447
368,en,War Horse,"$70,000,000","$156,815,529",BV,tt3313072,National Theatre Live: War Horse,2014,,Drama,8.6,143
369,en,A Dangerous Method,"$20,000,000","$14,807,531",SPC,tt1571222,A Dangerous Method,2011,99.0,"Biography,Drama,Romance",6.4,93259
370,en,Beginners,"$3,200,000","$14,314,407",Focus,tt1532503,Beginners,2010,105.0,"Comedy,Drama,Romance",7.2,83770
371,en,One Day,"$15,000,000","$59,168,692",Focus,tt1563738,One Day,2011,107.0,"Drama,Romance",7.0,128094
372,en,One Day,"$15,000,000","$59,168,692",Focus,tt1616203,You yi tian,2010,93.0,"Drama,Romance,Sci-Fi",6.0,436
373,en,One Day,"$15,000,000","$59,168,692",Focus,tt4051858,You yi tian,2014,90.0,Family,6.2,13
374,en,One Day,"$15,000,000","$59,168,692",Focus,tt6168298,One Day,2016,135.0,"Drama,Romance",7.8,1454
375,en,One Day,"$15,000,000","$59,168,692",Focus,tt6214734,One Day,2017,118.0,"Drama,Fantasy",6.6,269
376,en,One Day,"$15,000,000","$59,168,692",Focus,tt8274146,Egy nap,2018,99.0,Drama,7.2,501
377,en,The Guard,"$6,000,000","$21,197,454",SPC,tt1540133,The Guard,2011,96.0,"Comedy,Crime,Thriller",7.3,75183
378,en,The Artist,"$16,000,000","$128,256,712",Wein.,tt1655442,The Artist,2011,100.0,"Comedy,Drama,Romance",7.9,217184
379,en,The Artist,"$16,000,000","$128,256,712",Wein.,tt1825978,The Artist,2011,100.0,Thriller,6.8,6
380,en,Beastly,"$17,000,000","$38,028,230",CBS,tt1152398,Beastly,2011,86.0,"Drama,Fantasy,Romance",5.6,72599
381,en,The Ides of March,"$23,000,000","$77,735,925",Sony,tt1124035,The Ides of March,2011,101.0,"Drama,Thriller",7.1,207417
382,en,Like Crazy,"$250,000","$3,728,400",ParV,tt1758692,Like Crazy,2011,86.0,"Drama,Romance",6.7,55841
383,en,Like Crazy,"$250,000","$3,728,400",ParV,tt4621872,La pazza gioia,2016,116.0,"Comedy,Drama",7.2,7156
384,en,Another Earth,"$175,000","$2,102,779",FoxS,tt1549572,Another Earth,2011,92.0,"Drama,Romance,Sci-Fi",7.0,85839
385,en,Haywire,"$23,000,000","$36,374,700",Rela.,tt1506999,Haywire,2011,93.0,"Action,Drama,Thriller",5.8,78681
386,en,Hall Pass,"$68,000,000","$87,173,475",WB (NL),tt0480687,Hall Pass,2011,105.0,"Comedy,Romance",5.9,113775
